Month End,Current (Arrival) Region,Current (Arrival) District,Previous (Departure) Region,Previous (Departure) District,Reason,Current (Arrival) Priority Need,nrind,year,week
31/03/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,4,2019,10
31/03/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,4,2019,12
30/04/2019,Banadir,Banadir,Hiraan,Bulo Burto,Drought related,Food,4,2019,17
31/05/2019,Banadir,Banadir,Hiraan,Bulo Burto,Drought related,Water,4,2019,18
31/05/2019,Mudug,Gaalkacyo,Hiraan,Bulo Burto,Drought related,Livelihood Support,4,2019,19
31/05/2019,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Water,4,2019,21
30/06/2019,Banadir,Banadir,Hiraan,Jalalaqsi,Conflict/Insecurity,Other,4,2019,23
30/06/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Shelter,4,2019,23
30/06/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Humanitarian Aid,4,2019,23
31/07/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,4,2019,28
31/07/2019,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Drought related,Food,4,2019,30
31/01/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,3,2016,1
31/03/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Other,3,2016,10
30/04/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,3,2016,15
31/05/2016,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Livelihood Support,3,2016,21
31/05/2016,Mudug,Gaalkacyo,Hiraan,Bulo Burto,Drought related,Livelihood Support,3,2016,18
31/05/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Water,3,2016,20
31/05/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,3,2016,18
30/06/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Food,3,2016,23
30/06/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Water,3,2016,26
31/07/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Water,3,2016,27
30/09/2016,Woqooyi Galbeed,Hargeysa,Hiraan,Belet Weyne,Drought related,Water,3,2016,38
31/01/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Bulo Burto,Drought related,Food,3,2017,4
31/01/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,3,2017,0
31/01/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,3,2017,4
28/02/2017,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Food,3,2017,7
30/04/2017,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Food,3,2017,15
30/09/2017,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Humanitarian Aid,3,2017,38
30/09/2017,Woqooyi Galbeed,Hargeysa,Hiraan,Jalalaqsi,Drought related,Food,3,2017,37
31/10/2017,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,3,2017,40
31/01/2018,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Humanitarian Aid,3,2018,2
31/01/2018,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Livelihood Support,3,2018,3
28/02/2018,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Livelihood Support,3,2018,7
28/02/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,3,2018,7
30/04/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Shelter,3,2018,15
30/04/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Food,3,2018,17
31/05/2018,Bari,Bossaso,Hiraan,Belet Weyne,Flood,Shelter,3,2018,18
31/05/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,3,2018,18
31/05/2018,Nugaal,Garoowe,Hiraan,Belet Weyne,Flood,Health,3,2018,20
30/06/2018,Bari,Qardho,Hiraan,Belet Weyne,Flood,Health,3,2018,23
30/06/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Other,3,2018,26
31/08/2018,Bari,Qardho,Hiraan,Bulo Burto,Conflict/Insecurity,Livelihood Support,3,2018,33
30/09/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,3,2018,37
30/09/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,3,2018,35
31/10/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Health,3,2018,40
31/01/2019,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Shelter,3,2019,2
31/01/2019,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Food,3,2019,3
31/01/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Health,3,2019,5
31/01/2019,Bari,Qardho,Hiraan,Jalalaqsi,Drought related,Livelihood Support,3,2019,5
28/02/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Food,3,2019,7
28/02/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Shelter,3,2019,7
28/02/2019,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Livelihood Support,3,2019,7
31/03/2019,Bari,Bossaso,Hiraan,Bulo Burto,Drought related,Food,3,2019,11
31/03/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,3,2019,11
30/04/2019,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,3,2019,16
30/04/2019,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Drought related,Other,3,2019,17
31/07/2019,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Other,Food,3,2019,27
31/07/2019,Hiraan,Bulo Burto,Hiraan,Bulo Burto,Other,Food,3,2019,30
31/05/2016,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Other,Livelihood Support,2,2016,20
31/05/2017,Bari,Qardho,Hiraan,Bulo Burto,Drought related,Livelihood Support,2,2017,18
31/03/2018,Bari,Qardho,Hiraan,Jalalaqsi,Drought related,Livelihood Support,2,2018,12
31/05/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Humanitarian Aid,2,2018,20
31/05/2018,Bari,Qardho,Hiraan,Belet Weyne,Flood,Livelihood Support,2,2018,21
31/05/2018,Nugaal,Garoowe,Hiraan,Belet Weyne,Flood,Other,2,2018,20
31/07/2018,Bari,Qardho,Hiraan,Belet Weyne,Conflict/Insecurity,Livelihood Support,2,2018,28
31/07/2018,Bari,Qardho,Hiraan,Bulo Burto,Drought related,Livelihood Support,2,2018,28
30/11/2018,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Humanitarian Aid,2,2018,45
30/11/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,Shelter,2,2018,46
31/12/2018,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Shelter,2,2018,49
30/04/2019,Bari,Qardho,Hiraan,Jalalaqsi,Drought related,Shelter,2,2019,14
31/07/2019,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Drought related,Shelter,2,2019,28
31/01/2017,Bari,Qardho,Hiraan,Belet Weyne,Drought related,Livelihood Support,1,2017,3
30/11/2017,Bari,Bossaso,Hiraan,Belet Weyne,Drought related,Transport,1,2017,47
31/07/2019,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Other,Health,1,2019,28
